Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Y Ba 1.9 La 0.1 Cu 3 O 8,{},64.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Ba 2 Cu 3 O 6.6,{},14.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.67 V 0.33 N 0.94,{},1.86,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.3 Sr 0.7 Cu 3 O 6.98,{},84.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.9 Re 0.1,{},0.34,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.34 K Ca 2 Nb 3 O 10,{},5.405,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.5 Th 0.5 Ru 3 B 2,{},1.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Fe 0.9 Ni 0.1 As F,{},15.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 80 Ga 16 Co 4,{},9.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.95 Pr 0.05 Ba 2 Cu 4 O 8,{},77.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.75 Nd 0.1 Ba 0.15 Cu O 4,{},12.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Ca 0.2 Ba 2 Cu 3 O 6.59,{},67.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 O 6.88,{},89.025,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.3 Mo 0.4 Re 0.3,{},9.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.33 Nb 0.67,{},13.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.98 Sc 0.02 B 2,{},39.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr Ru 0.95 Fe 0.05 P,{},10.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta 0.4 Mo 0.6 C,{},9.18,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Os 4 P 12,{},0.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sn 0.35 Te 0.65,{},1.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe As F 0.25 O 0.7,{},49.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ru 3.5 Si 2,{},7.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 36.5 Zr 63.5,{},2.44,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.7 Pr 0.3 Ba 2 Cu 3 O 7,{},57.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 3 Ni,{},3.935,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Dy 1.2 Mo 6 S 8,{},1.856666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Cu 0.955 V 0.045 O 4.056,{},40.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 2 Zr,{},0.175,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.8 Sr 0.2 Cu 0.97 Zn 0.03 O 4,{},9.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.33 Cu 2.67 Sr 2 Y O 7.41,{},33.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.51 Sm 1.34 Ce 0.15 Cu O 4,{},10.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.45 W O 3,{},0.885,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Pd 2 Ge 2,{},2.892,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 16 Ru 64 P 20,{},3.43,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 2 Y 0.8 Er 0.2 Sn,{},3.73,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.47 K 0.53 Bi 0.985 Pr 0.015 O 3,{},5.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.9 Gd 0.3 Ca 0.6 Ba 3.2 Cu 0.3 O 16.503,{},58.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.51 K 0.49 Fe 2 As 2,{},32.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.5 Sr 0.5 Cu 3 O 6.96,{},89.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 3 Se 4,{},6.233333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Sn 0.6 Ga 0.4,{},16.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg C 1.6 Ni 3,{},6.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb Re Si,{},5.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag Te 3,{},2.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.95 Sr 1.65 Nd 0.4 Cu O 4,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al Ge,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 7.76 Si 46,{},8.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Ba Cu F 2 O 2,{},46.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Ca 0.2 Ba 2 Cu 3 O 6.64,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho Ir 4 B 4,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.85 Ca 0.15 Ba 2 Cu 2.85 Co 0.15 O 6.97,{},86.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.825 Co 0.175 As O,{},5.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.278 Ga 0.722,{},1.615,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 5 Ir 4 Ge 10,{},2.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.3 Pb Ta 2 S 5,{},3.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.88 Zn 0.12 O 6.95,{},64.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe Te 0.9 Se 0.1,{},9.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 P,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 10 Bi 9.88,{},2.075,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Ba 2 Cu 3 O 6.73,{},44.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu Rh 1.7 Sn 0.3 Se 4,{},1.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 3 Tl,{},0.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.76 Ce 0.24 Fe As 1.8 Sb 0.2,{},43.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 78 Ga 16 Mn 6,{},5.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg C Ni 2.8 Ru 0.2,{},3.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 La 0.1 Cu 3 O 6.6,{},50.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.9 Ca 0.1 Ba 1.7 La 0.3 Cu 3 O 7.04,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 3 Si,{},1.402,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Ni 0.91 Co 0.18 B 2 C,{},8.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.9 Fe 0.1 O 7.293,{},87.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.05 Au 0.95,{},0.0138,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 8 P 5,{},5.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.934 Ba 0.066 Cu O 4,{},22.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho Os 1.2 Sn 2.5,{},1.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 4 Co 6 Sn 19,{},1.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 5 Rh 4 Ge 10,{},1.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Rh 2 Sn,{},4.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 0.985 Ni 0.015 H 0.75,{},1.72,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 13 Zr 87,{},3.57,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr 0.9 La 1.1 Cu O 5.24,{},27.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Bi S 2 F 0.6 O 0.4,{},3.71,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Ni 2 B 2 C,{},15.88066667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.14 Sn 0.86,{},6.62,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.76 Ca 0.34 Ba 2 Cu 2.55 Co 0.45 O 6.95,{},51.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba Ca Cu 3 O 6.99,{},75.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Os 0.1 Zr 0.9,{},5.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 3 Co 4 Sn 13,{},2.425,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.965 Mn 0.035 As F 0.11 O 0.89,{},31.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.5 Ta 0.5,{},6.09,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 0.12 Nb 0.8 Pd 0.2,{},1.52,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.95 V 0.05 C,{},13.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.858 Pr 0.142 Fe 2 As 2,{},45.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 5 Ir 4 Si 9.95 Ge 0.05,{},4.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.7 Ca 0.3 Ba 2 Cu 3 O 6.62,{},80.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
W F 0.45 O 2.55,{},0.38,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.26 Tl 0.74,{},4.275,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li Fe P,{},4.965,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 0.75 Nd 0.25 Os 4 Sb 12,{},1.48,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.43 Sn 0.43 In 0.16 Te,{},4.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.9 Yb 0.3 Ba 1.9 Ca 0.6 Cu 5 O 11.797,{},60.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.9 W 0.1 C,{},11.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.75 Al 0.225 Ga 0.025,{},19.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.14 Nb Se 3.14,{},1.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Rh 0.1 Si 1.9,{},2.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba Sr Cu 3 O 6.96,{},83.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 O 6.829,{},57.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
C 2 Re W,{},3.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo Na 0.3 S 2,{},4.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Fe As H 0.21 O 0.79,{},48.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ge 0.2 La 0.8,{},5.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.125 Ru 0.875,{},1.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.94 Zn 0.06 O 6.59,{},18.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr 1.1 La 0.9 Cu O 5.18,{},28.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.902 Co 0.098 As 2,{},15.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.85 Zr 0.15,{},10.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 16.7 Ca 7.7 Cu 19.4 C 1.9 B 2.9 O 51.7,{},115.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Pd Ge 3,{},1.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 4 K,{},3.27,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 2 Y 0.98 Gd 0.02 Sn,{},3.24,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.5 P 0.5 Sr 2 Ca 1.8 Y 0.2 Cu 3 O 9.35,{},71.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.973 Mo 0.027,{},0.133,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.75 Ni 0.25 U 6,{},1.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Fe As F 0.11 O 0.89,{},45.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
As 0.15 Bi 0.15 Nb 3 Sn 0.7,{},18.07,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 2 Ba 2 Cu O 6.16,{},64.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.75 Ba 2.07 Ca 2.07 Cu 3.11 O 8.15,{},134.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.68 Rh 0.27 Te 2,{},4.02,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tb Re B C,{},4.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pt 4 Ge 12,{},5.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2 Pd 0.81 S 5,{},6.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.901 Pr 0.099 Tl 3,{},0.55,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Al 0.94 Se 0.06,{},17.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Cu O 4.101,{},93.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.85 Rh 0.15,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.75 Ti 0.25 Sr 2 Y 1.3 Ce 0.7 Cu 2 O 8.71,{},21.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 2 Sr 0.9 La 1.1 Cu 2 O 6.65,{},30.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.875 Sr 0.125 Cu O 4,{},30.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 5 Ir 4 Si 9.9 Ge 0.1,{},4.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf Re 2,{},5.203333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 60 Sn 40,{},2.26,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.7 Ca 0.3 Ba 2 Cu 3 O 6.78,{},78.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.31 Al 0.69 B 2,{},11.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Ni,{},4.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.904 C 0.096,{},35.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba 1.5 Sr 0.5 Cu 3 O 6.967,{},65.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.62 Gd 0.38 Fe As F 0.175 O 0.825,{},44.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.97 Co 0.03 O 6.96,{},92.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 2 Ir 3 Si 5,{},4.425,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.95 Bi 0.05 Cu O 4.064,{},34.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 3 Mo 15 Se 19,{},3.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.36 Sr 0.64 Cu 4 O 8,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Pr 0.2 Ba 2 Cu 3 O 7.65,{},66.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.25 Ca 0.3 Ba 1.45 Cu 3 O 7.11,{},67.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re Y Os,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Y Ru 0.8 Cu 0.2 O 6,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Si,{},5.062857143,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo Ru P,{},15.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
As Rh,{},0.58,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.54 K 0.46 Bi O 3,{},20.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 0.815 Sn 0.185,{},0.06,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 1.02 Te 0.85 Se 0.15,{},12.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Yb Ba 1.8 Sr 0.2 Cu 4 O 8,{},81.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba 1.5 Ca 0.5 Cu 3 O 7.112,{},72.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Al Ge,{},6.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.005 Pb 0.995,{},7.181,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.58 La 0.42 Bi S 2 F,{},2.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Ca 0.6 Ba 1.2 La 0.8 Cu 3 O 7.07,{},82.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2 As C,{},2.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.1 Yb 0.7 Ba 1.1 Ca 1.4 Cu 5 O 11.692,{},70.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ag 0.45 Ge 0.55,{},1.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ir 3 B 2,{},1.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co In 4.75 Cd 0.25,{},2.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
As Pd 2,{},1.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.17 Zr 0.83,{},9.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh Y 3,{},0.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Sr 2 Ca 0.4 Tb 0.6 Cu 2 O 7,{},62.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.97 La 0.03 Ru 2,{},6.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 3 In 5,{},4.189,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd Tl 2,{},1.32,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd Fe As F 0.06 O 0.94,{},47.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.996 Gd 0.004 Al 2,{},1.38,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Bi S 2 F 0.33 O 0.67,{},2.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.72 Tm 0.28 Pt 3 Fe 10 As 18,{},14.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl Sr 2 Ca 0.6 Y 0.4 Cu 2 O 6.86,{},87.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.18 W O 3,{},3.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th 3 Ir 4 Sn 13,{},2.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd Ba 1.5 Sr 0.5 Cu 3 O 6.73,{},50.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.5 Sr 0.5 Cu 3 O 6.9,{},86.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.15 Ga 0.15 Nb 3 Sn 0.7,{},18.04,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 0.976 W 0.024,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.4 Pr 0.6 Ba 1.25 Sr 0.75 Cu 3 O 6.92,{},17.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.5 Ba 1.3 Ca 0.2 Cu 3 O 6.897,{},16.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 3 Ca Ba 3 Cu 7 O 16.678,{},80.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 0.05 Rh 0.04 Ti 0.91,{},2.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.69 Sn 0.25 Ta 0.06,{},17.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.8 Pr 0.2 Ba 2 Cu 3 O 6.7,{},65.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe As H 0.15,{},27.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Pt Si,{},3.833333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 1.6 Sr 0.4 Yb 0.6 Ca 0.4 Cu 3 O 6.36,{},75.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Fe 0.04 Nb 0.1 Ti 0.86,{},7.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 1.85 Ce 0.15 Cu O 3.98,{},19.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.76 Sr 0.24 Cu 4 O 8,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Os 3.6 Ru 0.4 Sb 12,{},1.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Rh 0.05 Au 0.95,{},11.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.91 Li 0.09 B 1.84 C 0.16,{},30.15,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.4 Pb 0.6 Sr 2 Ca 1.6 Ga 0.4 Cu 3 O 7,{},69.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.5 Sr 0.5 Cu 3 O 6.938,{},87.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 76 Sn 2.4 Al 19.2 Ge 2.4,{},16.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.125 Os 0.375 Rh 0.5,{},0.46,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Cu 1.95 Si 2.01,{},0.62,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Os W 3,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb Rh P,{},4.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
