Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
K 2 Cr 3 As 3,{},8.0,0.0,['Pnictides'],,,10.1209/0295-5075/113/37003
Rb 2 Cr 3 As 3,{},8.0,0.0,['Pnictides'],,,10.1209/0295-5075/113/37003
Cs 2 Cr 3 As 3,{},8.0,0.0,['Pnictides'],,,10.1209/0295-5075/113/37003
La O Fe P,{},7.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1209/0295-5075/82/67002
La O Ni P,{},2.0,0.0,"['Oxides', 'Pnictides']",,,10.1209/0295-5075/82/67002
Sr 2 Ru O 4,{},1.0,0.0,['Oxides'],,,10.1209/0295-5075/82/67002
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1209/0295-5075/82/67002
La O Fe As,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1209/0295-5075/82/67002
La O V As,{},26.0,0.0,['Alloys'],,,10.1209/0295-5075/82/67002
Pr 2 Ba 4 Cu 7 O 15-δ,{'δ': []},26.5,0.0,"['Oxides', 'Cuprates']",,,nan
Pr 2 Ba 4 Cu 7 O 15-δ,{'δ': []},26.5,0.0,"['Oxides', 'Cuprates']",,,nan
Pr 2 Ba 4 Cu 7 O 15-δ,{'δ': []},15.0,0.0,"['Oxides', 'Cuprates']",polycrystalline,,nan
Pr 2 Ba 4 Cu 7 O 7,{},15.0,0.0,[],,,nan
Y 2 Ba 4 Cu 7 O 14,{},2.0,0.0,"['Oxides', 'Cuprates']",,,nan
Pr 2 Ba 4 Cu 7 O 7,{},26.5,0.0,[],,,nan
Pr 2 Ba 4 Cu 7 O 15-δ,{'δ': []},26.5,0.0,"['Oxides', 'Cuprates']",,,nan
Pr 2 Ba 4 Cu 7 O 7,{},27.0,0.0,[],,,nan
C,{},8.0,0.0,['Carbides'],,,10.1103/physrevb.74.024505
Bi (Pb),{},4.0,0.0,[],,,10.1103/physrevb.66.020503
La Bi,{},7.3,0.0,['Alloys'],,,10.1088/0953-8984/19/42/425218
Lu Ni 2 B 2 C,{},16.5,0.0,"['Carbides', 'Borides']",,,10.1017/s0252921100053872
Rb 3 C 60,{},29.5,0.0,['Carbides'],,,10.1017/s0252921100053872
Cs Os 2 O 6,{},3.3,0.0,['Oxides'],,,10.1017/s0252921100053872
Ce Cu 2 Si 2,{},1.5,0.0,['Alloys'],,,10.1017/s0252921100053872
Ce Co In 5,{},2.3,0.0,['Alloys'],,,10.1017/s0252921100053872
U Pt 3,{},1.85,0.0,['Alloys'],,,10.1017/s0252921100053872
Pr Ru 4 Os 12,{},1.0,0.0,['Alloys'],,,10.1017/s0252921100053872
C 60,{},33.0,0.0,['Carbides'],,,10.1017/s0252921100053872
Pu Co Ga 5,{},18.5,0.0,['Alloys'],,,10.1017/s0252921100053872
Mg B 2,{},42.0,0.0,"['Alloys', 'Borides']",,,10.1017/s0252921100053872
La 2-x Sr x Cu O 4,{'x': []},1.5,0.0,"['Oxides', 'Cuprates']",,,10.1017/s0252921100053872
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1017/s0252921100053872
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1017/s0252921100053872
Ba 1-x K x Bi O 3,{'x': [0.35]},30.0,0.0,['Oxides'],,,10.1017/s0252921100053872
U Pt 3,{},1.0,0.0,['Alloys'],,,10.1017/s0252921100053872
Cs 3 C 60,{},40.0,0.0,['Carbides'],,,10.1017/s0252921100053872
K Os 2 O 6,{},9.6,0.0,['Oxides'],,,10.1017/s0252921100053872
La 2-x Sr x Cu O 4,{'x': [0.08]},20.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.75.014514
Y Ba,{},65.0,0.0,['Alloys'],,,10.1063/1.1850383
Y Ba 2 Cu 3 O 7,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1850383
Mg B 2,{},36.0,0.0,"['Alloys', 'Borides']","polycrystalline, films",,10.1063/1.1794357
Mg B 2,{},36.0,0.0,"['Alloys', 'Borides']",films,,10.1063/1.1794357
Mg B 2,{},27.0,0.0,"['Alloys', 'Borides']",film,,10.1063/1.1794357
Tl 2 Ba 2 Cu O 6,{},90.0,0.0,[],,,10.1088/1367-2630/11/5/055057
Tl 2 Ba 2 Cu O 6,{},15.0,0.0,[],,,10.1088/1367-2630/11/5/055057
Tl 2 Ba 2 Cu O 6+δ,{'δ': []},15.0,0.0,['Alloys'],single crystal,,10.1088/1367-2630/11/5/055057
Bi 2 Sr 2 Ca 2 Cu 3 O 10,{},107.0,0.0,[],,,10.1103/physrevlett.89.277001
Bi 2 Sr 2 Ca 2 Cu 3 O 10,{},107.0,0.0,[],,,10.1103/physrevlett.89.277001
Ti Se 2,{},4.2,0.0,['Chalcogenides'],,,10.1103/physrevlett.98.117007
U Pt 3,{},0.55,0.0,['Alloys'],,,10.1103/physrevb.60.10527
(Bi 1-y Pb y) 2 Sr 2 Cu O 6+δ,"{'δ': [], 'y': []}",15.0,0.0,['Alloys'],,,10.1143/jpsj.77.054710
Bi 2 Sr 2 Ca Cu 2 O 8,{},73.0,0.0,[],,,10.1143/jpsj.77.054710
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,10.1103/physrevb.97.014503
Fe B 4,{},41.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.97.014503
F S F s,{'s': []},2.0,0.0,['Alloys'],,,10.1103/physrevb.97.014503
Fe B 4,{},2.4,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.97.014503
Tl Fe 1.6 Se 2,{},15.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
K 1-y Fe 2-x Se 2,"{'x': [], 'y': []}",30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
Rb 1-y Fe 2-x Se 2,"{'x': [], 'y': []}",30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
Cs 1-y Fe 2-x Se 2,"{'x': [], 'y': []}",30.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
K x Fe 2-y Se 2,"{'x': [], 'y': []}",48.0,10.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
Rb x Fe 2-y Se 2,"{'x': [], 'y': []}",48.0,10.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
Cs x Fe 2-y Se 2,"{'x': [], 'y': []}",48.0,10.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.064109
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1209/epl/i2001-00598-7
Bi 2 Sr 2 Cu O 6,{},7.0,0.0,[],,,nan
Bi 2 Sr 2 Cu O 6,{},20.0,0.0,[],thin film,,nan
La,{},8.0,0.0,['Alloys'],,,nan
Ca 10 Pt 4 As 8 (Fe 1-x Pt x As) 10,{'x': [0.2]},33.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.7566/jpscp.3.015043
Li Fe As,{},17.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1143/jpsj.80.033705
Na Fe As,{},17.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1143/jpsj.80.033705
Nb 2 Pd 0.963 S 4.967,{},7.43,0.0,['Chalcogenides'],,,10.1021/ja4062079
Sr 2 Ru O 4,{},1.0,0.0,['Oxides'],,,10.1103/physrevlett.83.3320
Y Ni 2 B 2 C,{},15.6,0.0,"['Carbides', 'Borides']",,,10.1143/jpsj.81.063701
Y Ba 2 Cu 3 O 6.95,{},91.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.69.024514
Y Ba 2 Cu 3 O 6.6,{},57.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.69.024514
Mg (Pt 1-x Au x) Si,{'x': []},2.9,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg Pt Si,{},2.5,0.0,['Alloys'],,,10.1103/physrevb.91.174514
U Rh Ge,{},0.25,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg Pt Si,{},2.5,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Ir Ge,{},4.7,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.91.174514
Mg Al Si,{},6.0,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg Pt Si,{},2.5,0.0,['Alloys'],,,10.1103/physrevb.91.174514
U Co Ge,{},0.8,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.91.174514
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.91.174514
Mg Pt Si,{},2.5,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Mg Pt Si,{},2.5,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Ru 1-x Rh x P,{'x': []},3.7,0.0,['Pnictides'],,,10.1103/physrevb.91.174514
(Mg 1-x Al x) Si,{'x': []},6.0,0.0,['Alloys'],,,10.1103/physrevb.91.174514
Cr As,{},2.2,0.0,['Pnictides'],,,10.1103/physrevb.91.174514
Cs 3 C 60,{},40.0,0.0,['Carbides'],,,10.1103/physrevb.70.140504
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1103/physrevb.82.064517
Sm Fe As O,{},50.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.82.064517
La Fe As O,{},56.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.82.064517
Sm 0.65 Th 0.35 Fe As O,{},53.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.82.064517
Na x W O 3,{'x': []},91.0,0.0,['Oxides'],,,nan
Nd Ba 2 Cu 3 O 7,{},95.0,0.0,"['Oxides', 'Cuprates']",,,nan
Pr O Bi S 2,{},0.13,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Ce O Bi S 2,{},1.2,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
La O Bi S 2,{},1.2,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
La O Bi S 2,{},0.13,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
La O Bi S 2,{},0.13,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Ce O Bi S 2,{},1.8,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Ce O Bi S 2,{},1.2,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Pr O Bi S 2,{},0.13,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Ce O Bi S 2,{},1.2,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
La O Bi S 2,{},1.2,0.0,"['Chalcogenides', 'Oxides']",,,10.1016/j.ssc.2016.07.017
Pr O Bi S 2,{},0.13,0.0,"['Chalcogenides', 'Oxides']",poly-crystalline,,10.1016/j.ssc.2016.07.017
Ca 10 (Pt 4-δ As 8) ((Fe 0.97 Pt 0.03) 2 As 2) 5,{'δ': [0.246]},26.5,0.0,['Alloys'],,,nan
Ca 10 (Pt 3 As 8) ((Fe 1-x Pt x) 2 As 2) 5,{'x': []},10.0,0.0,['Alloys'],,,nan
Y Ba 2 Cu 3 O 7-δ,{'δ': []},93.1,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.72.214504
Mg B 2,{},20.0,0.0,"['Alloys', 'Borides']",,,10.12693/aphyspola.117.7
Mg B 12,{},37.0,0.0,"['Alloys', 'Borides']",,,10.12693/aphyspola.117.7
P H 2,{},49.0,0.0,"['Hydrides', 'Pnictides']",,,10.1021/jacs.5b10180
P H 2,{},30.0,83.0,"['Hydrides', 'Pnictides']",,,10.1021/jacs.5b10180
Pt 4 As 8,{},26.0,0.0,['Pnictides'],,,10.1002/adma.201305154
Bi 2 Sr 2 Ca Cu 2 O 8,{},90.0,0.0,"['Oxides', 'Cuprates']",thin film,,10.1103/physrevb.82.134505
La 2 Cu O 4,{},40.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevlett.87.047003
Ce Co In 5,{},2.0,0.0,['Alloys'],thin film,,10.1103/physrevlett.120.187002
Ce Co In 5,{},2.3,0.0,['Alloys'],,,10.1103/physrevlett.120.187002
Sm Fe As O 1-x F x,{'x': []},55.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1103/physrevlett.101.216402
La Fe P O,{},6.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.101.216402
La Fe P O,{},7.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.101.216402
La Fe As O,{},25.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.101.216402
Sm O 0.85 Fe As,{},55.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.80.014508
Sm O 0.85 Fe As,{},55.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.80.014508
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1063/1.1590734
Sr Fe 2-x Ni x As 2,{'x': []},10.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.81.024518
Sr Fe 2-x Pd x As 2,{'x': []},10.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.81.024518
Mg B 2,{},38.27,0.0,"['Alloys', 'Borides']",,,10.1088/0953-2048/22/1/015016
Mg B 2,{},34.93,0.0,"['Alloys', 'Borides']",,,10.1088/0953-2048/22/1/015016
Y Ba 2 Cu 3 O 7-δ,{'δ': []},90.0,0.0,"['Oxides', 'Cuprates']",,,nan
La 1.86 Sr 0.14 Cu 0.988 Zn 0.012 O 4,{},19.0,0.0,"['Oxides', 'Cuprates']",,,nan
La 1.86 Sr 0.14 Cu O 4,{},33.0,0.0,"['Oxides', 'Cuprates']",,,nan
Y Ba 2 Cu 3 O 6.5,{},52.0,0.0,"['Oxides', 'Cuprates']",,,nan
Y Ba 2 Cu 3 O 6.7,{},67.0,0.0,"['Oxides', 'Cuprates']",,,nan
Ce Cu 2 Si 2,{},2.4,0.0,['Alloys'],,,10.1103/physrevb.69.024508
Ce Cu 2 Si 2,{},0.7,0.0,['Alloys'],,,10.1103/physrevb.69.024508
Y Ba 2 Cu 3 O 6+x,{'x': [0.08]},30.0,0.0,['Alloys'],crystals,,10.1134/1.558777
Y Ba 2 Cu 3 O 6+x,{'x': [0.08]},30.0,0.0,['Alloys'],crystals,,10.1134/1.558777
Cu 3 O 6+x,{'x': [0.08]},30.0,0.0,['Alloys'],,,10.1134/1.558777
Sr x Bi 2 Se 3,{'x': []},2.7,0.0,['Chalcogenides'],,,10.1088/1674-1056/24/7/077401
Sr x Bi 2 Se 3,{'x': []},2.7,0.0,['Chalcogenides'],,,10.1088/1674-1056/24/7/077401
Fe Se,{},8.0,0.0,[],,,10.1103/physrevlett.119.267001
La Ba Cu O,{},35.0,0.0,['Alloys'],,,10.1016/j.physletb.2013.11.066
Sm Fe As O x F 1-x,{'x': []},55.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1134/s0021364009060071
Eu Fe 2 As 2,{},32.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1134/s0021364009060071
La O Fe P,{},4.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1134/s0021364009060071
Ba Fe 2 As 2,{},38.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1134/s0021364009060071
Eu 0.5 K 0.5 Fe 2 As 2,{},31.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1134/s0021364009060071
Li Fe As,{},15.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1038/nphys3187
K 2 Cr 3 As 3,{},6.1,0.0,['Pnictides'],,,10.1103/physrevx.5.011013
K 2 Cr 3 As 3,{},6.1,0.0,['Pnictides'],,,10.1103/physrevx.5.011013
Si,{},1.8,0.0,['Alloys'],,,10.1103/physrevx.4.011033
Rb 0.82 Fe 1.68 Se 2,{},32.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.83.220515
Rb 0.82 Fe 1.68 Se 2,{},6.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.83.220515
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1367-2630/aa6d9d
Nb,{},9.2,0.0,['Alloys'],,,nan
Ta,{},9.2,0.0,['Alloys'],,,nan
Ge,{},9.2,0.0,['Alloys'],,,nan
Ta,{},9.2,0.0,['Alloys'],,,nan
Nb,{},9.2,0.0,['Alloys'],,,nan
Nb,{},9.2,0.0,['Alloys'],,,nan
Nb,{},9.2,0.0,['Alloys'],bilayer,,nan
Ta,{},9.2,0.0,['Alloys'],bilayer,,nan
Nb,{},9.2,0.0,['Alloys'],films,Si,nan
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1143/jpsj.70.3184
B 3,{},10.7,0.0,"['Alloys', 'Borides']",,,10.1088/1742-6596/43/1/329
Al,{},1.18,0.0,['Alloys'],,,10.1088/1361-6668/ab6179
Al,{},1.05,0.0,['Alloys'],,,10.1088/1361-6668/ab6179
Nb N,{},7.2,0.0,['Nitrides'],,,10.1088/1361-6668/ab6179
In,{},3.4,0.0,[],,,10.1063/1.4794999
Zn,{},0.87,0.0,[],,,10.1063/1.4794999
K 0.8 Fe 1.6 Se 2,{},31.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.87.184502
Fe As,{},26.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.87.184502
Gd 1-x Th x O Fe As,{'x': []},56.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.87.184502
Pr Os 4 Sb 12,{},1.85,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
La Os 4 Sb 12,{},0.75,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
La Os 4 Sb 12,{},0.75,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
Pr Os 4 Sb 12,{},1.85,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
La Os 4 Sb 12,{},0.75,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
Pr Ru 4 Sb 12,{},1.3,0.0,['Alloys'],,,10.1103/physrevlett.90.027001
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.65.132506
Mg B 2,{},7.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.65.132506
Mg B 2,{},38.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.65.132506
H 3 S,{},50.0,0.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.91.224513
H 2 S,{},190.0,170.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.91.224513
In,{},3.41,0.0,[],,,nan
Ba Cu 3 Br 2 O 4,{},60.0,0.0,"['Oxides', 'Cuprates']",,,nan
Ce In 3,{},0.2,0.0,['Alloys'],,,10.1103/physrevlett.105.246404
H 3 S,{},203.0,170.0,"['Hydrides', 'Chalcogenides']",,,10.3390/condmat4020043
La H 10,{},260.0,170.0,"['Hydrides', 'Alloys']",,,10.3390/condmat4020043
Sr C 6,{},1.65,0.0,['Carbides'],,,10.1016/j.physc.2015.02.029
Ba C 6,{},80.0,0.0,['Carbides'],,,10.1016/j.physc.2015.02.029
Sr C 6,{},0.2,0.0,['Carbides'],,,10.1016/j.physc.2015.02.029
Ba C 6,{},3.0,0.0,['Carbides'],,,10.1016/j.physc.2015.02.029
Ba 2 Cu 3 O 6.6,{},61.0,0.0,"['Oxides', 'Cuprates']",single crys- tals,,10.1103/physrevb.85.064507
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.100.054405
Sr Pt 4 Ge 12,{},5.35,0.0,['Alloys'],,,nan
Ba Pt 4 Ge 12,{},5.1,0.0,['Alloys'],,,nan
Sr Pt 4 Ge 12,{},5.1,0.0,['Alloys'],,,nan
Ba Pt 4 Ge 12,{},5.3,0.0,['Alloys'],,,nan
Nb,{},7.8,0.0,['Alloys'],films,,10.1103/physrevlett.108.107004
Nb,{},0.05,0.0,['Alloys'],films,,10.1103/physrevlett.108.107004
Bi 2 Sr 2 Ca Cu 2 O 8,{},78.5,0.0,"['Oxides', 'Cuprates']",crystal,,10.1103/physrevlett.86.5136
Ga 1-x Mn x As,{'x': [0.053]},110.0,0.0,['Pnictides'],,,10.1103/physrevb.65.115308
Ca 3 Rh 4 Sn 13,{},7.8,0.0,['Alloys'],,,10.1103/physrevlett.114.097002
Sr 3 Rh 4 Sn 13,{},4.7,0.0,['Alloys'],,,10.1103/physrevlett.114.097002
Ru Sr 2 Gd Cu 2 O 8,{},50.0,0.0,"['Oxides', 'Cuprates']",,,nan
Y Ba 2 Cu 3 O 7,{},92.0,0.0,"['Oxides', 'Cuprates']",,,nan
La 1-x Sr x Fe As O,{'x': []},25.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevb.78.180503
Ca Fe As H,{},96.0,0.0,"['Hydrides', 'Iron-pnictides', 'Pnictides']",,,10.1039/c8dt02387e
Ba Fe 2-x Co x As 2,{'x': []},23.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1209/0295-5075/90/37005
Mg (B 0.9 C 0.1) 2,{},22.0,0.0,"['Carbides', 'Borides']",,,10.1016/s0921-4534(03)00722-6
Mg B 2,{},7.0,0.0,"['Alloys', 'Borides']",,,10.1016/s0921-4534(03)00722-6
Mg B 2 C 2,{},22.0,0.0,"['Carbides', 'Borides']",,,10.1016/s0921-4534(03)00722-6
Fe Se,{},8.9,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.96.024511
Fe Se,{},37.0,7.0,[],,,10.1103/physrevb.80.064506
Cs 3 C 60,{},39.0,7.6,['Carbides'],,,10.1103/physrevb.80.064506
Mg B 2,{},39.0,7.6,"['Alloys', 'Borides']",,,10.1103/physrevb.80.064506
Mg B 2,{},6.0,13.9,"['Alloys', 'Borides']",,,10.1103/physrevb.80.064506
Fe Se,{},27.0,1.48,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.80.064506
Fe Se,{},37.0,7.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1103/physrevb.80.064506
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,nan
Sr 2 Ru O 4,{},1.44,0.0,['Oxides'],,,nan
Na 0.5 Co O 2,{},53.0,0.0,['Oxides'],,,nan
Hg Ba 2 Cu O 4+δ,{'δ': []},97.0,0.0,['Alloys'],,,10.1088/0953-8984/15/50/014
Hg Ba 2 Ca 2 Cu 3 O 8+δ,{'δ': []},136.0,0.0,['Alloys'],,,10.1088/0953-8984/15/50/014
La 1-x Ca x Mn O 3,{'x': [0.2]},17.7,0.0,['Oxides'],,,10.1103/physrevb.65.104419
Bi 2 Sr 2 Ca Cu 2 O 8,{},89.0,0.0,[],,,10.1007/0-306-48063-8
Bi 2 Sr 2 Ca Cu 2 O 8,{},89.0,0.0,[],single crystals,,10.1007/0-306-48063-8
Er Ni 2 B 2 C,{},11.0,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.72.214505
Er Ni 2 B 2 C,{},10.1,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.72.214505
Y Ni 2 B 2 C,{},15.5,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.72.214505
Er Ni 2 B 2 C,{},4.0,0.0,"['Carbides', 'Borides']",single-crystal,,10.1103/physrevb.72.214505
Zr Zn 2,{},1.0,0.0,['Alloys'],,,10.1103/physrevb.67.024515
Y Ba Cu O,{},84.9,0.0,[],,,10.1088/1742-6596/350/1/012026
Sn,{},3.72,0.0,[],,,10.1088/1742-6596/350/1/012026
La O 0.5 F 0.5 Bi S 2,{},10.0,1.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,10.1103/physrevb.97.104509
C 2,{},2.84,0.0,['Carbides'],,,10.1103/physrevb.97.104509
C,{},3.7,0.0,['Carbides'],,,10.1103/physrevb.97.104509
La O 0.5 F 0.5 Bi S 2,{},3.0,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,10.1103/physrevb.97.104509
Ce Ir In 5,{},1.0,0.0,['Alloys'],,,nan
Ce Ir In 5,{},0.4,0.0,['Alloys'],,,nan
Ce Rh In 5,{},2.1,17.0,['Alloys'],,,nan
Ce Ir In 5,{},0.4,0.0,['Alloys'],,,nan
Eu 0.2 Sr 0.8 (Fe 0.86 Co 0.14) 2 As 2,{},20.0,0.0,"['Iron-pnictides', 'Pnictides']",single crystals,,nan
Th Cr 2 Si 2,{},38.0,0.0,['Alloys'],,,nan
Y 3 Ba 5 Cu 8 O 7,{},94.0,0.0,[],,,10.1007/s10948-012-1611-4
Y 3 Ba 5 Cu 8 O 7,{},105.0,0.0,[],,,10.1007/s10948-012-1611-4
Y Ba 2 Cu 3 O 7,{},94.0,0.0,[],,,10.1007/s10948-012-1611-4
Y 3 Ba 5 Cu 8 O 7,{},100.0,0.0,[],,,10.1007/s10948-012-1611-4
Bi 2 Sr 2 Ca (Cu 1-x Zn x) 2 O 8+δ,"{'δ': [], 'x': []}",87.0,0.0,['Alloys'],single crystal,,10.1007/s10948-010-0976-5
La 2 Cu O 4,{},40.0,0.0,"['Oxides', 'Cuprates']",,,10.1209/0295-5075/100/37001
Mg B 2,{},30.0,0.0,"['Alloys', 'Borides']",thin films,,10.1088/0953-2048/15/8/312
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1088/0953-2048/15/8/312
Bi 2 Sr 2 Ca Cu 2 O 8,{},69.0,0.0,[],single crystals,,nan
H 3 S,{},203.0,155.0,"['Hydrides', 'Chalcogenides']",,,10.1016/j.jpcs.2018.08.020
H 3 S,{},193.0,172.0,"['Hydrides', 'Chalcogenides']",,,10.1016/j.jpcs.2018.08.020
V 3 Si Nb 3 Ge,{},20.0,0.0,['Alloys'],,,10.1103/physrevb.93.104526
H 3 S,{},200.0,200.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.93.104526
H 2 S,{},200.0,200.0,[],,,10.1103/physrevb.93.104526
H 2 S,{},80.0,0.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.93.104526
U Pt 3,{},0.5,0.0,['Alloys'],,,10.1103/physrevlett.88.186404
La O 1-x F x Fe As,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1063/1.3236671
